Review Text Original,Description Original,hallucination_groundtruth,Hallucination Confidence Score
{'So far this is a great computer and was what I was looking for.'},The person likes to work on some projects with this laptop,1,0.82
{'This is such a user friendly computer!Especially if you use an iPhone.'},The person likes the ease of use of this laptop to access web-pages without any difficulties,1,0.1
{'Amazing! I really liked this model. The difference between the 2017 is noticeable'},The Student likes the performance and camera of this laptop to attend online classes.,1,0.88
{'Once a Mac user always a Mac user. Great tech that runs multiple programs seemlessly.'},The person likes to work on this laptop,1,0.86
"{'Amazing product and great saleswoman, she got me exactly what I wanted'}",The person likes that he/she can hear the sound of this laptop,1,0.97
"{'Really a great computer, good for people that are into editing and even for school. Recommend it to everyone that got the budget for it'}",The Person likes the microphone of this laptop to hear the voice of students while teaching them virtually.,1,0.79
{'Wasn^t gonnna buy it at first but after a few days I haven^t put it down. The speed of this machine is unlike any other best upgrade hands down'},,1,0.9
{'Great price with pro membership. Much quicker than going to apple and apple care included in price.'},The person likes that he/she can teach from home with this laptop,1,1.0
{'Good service in store and with the Geek Squad at my house.'},The person likes that he/she can work on some projects with this laptop,1,0.86
{'Love this laptop and got a great customer service experience'},The person likes that this laptops microphone works well in virtual classes.,1,0.56
"{'No buyers remorse. No second thoughts. Does everything I need it to, and everything I didn^t know I needed. Has cut my screen time in half almost after dragging my feet on getting something new. Don^t think I^ve waited more than a full minute for downloading.. well anything. Beyond user friendly. Tasteful design, great screen/display quality, and just a wonderful piece of tech.'}",The person likes to work on some projects with this laptop,1,0.89
{'cool bro cool bro cool bro cool bro cool bro cool bro'},The person likes that he/she can hear the microphone through this laptop,1,0.75
"{'Macbook M3, great buy for the price! You should get one too!'}",The student uses this laptops in classroom teaching with others due to it very loud audio features which gives enough presence while they share teaching sessions or to provide others lectures at any classroom of colleges with everyone involved at home for taking classes,1,0.94
"{'I have not received yet, a friend is bringing it to me, but I know it is going to be a great product. I am a regular customar of your company, so I do not only trust Apple, but also Best Buy! Thanks!'}",The person likes to work on this laptop,1,0.93
{'Excellent purchase for our student! Highly recommend this computer'},The person likes to work on some projects with this laptop,1,0.85
{'Good Product. It is amazing. Much better than the previous model.'},The person likes that he/she can work on some projects with this laptop,1,0.8
"{'Love this macbook, its good for your everyday use.'}",The person likes the performance of the Surface Pro 7 to edit videos,1,0.82
{'Good but should be touchscreen. Everything else that my daughter has that is a 14 Pro is touchscreen.'},The person likes that he/she can hear the microphone on this laptop,1,1.0
{'It works as good as I need it too! I am a student so I don^t put too much stress on its hardware. Fingerprints appear super easily though. That^s kinda annoying.'},The person dont like the fingerprints on this laptops surface to touch.,1,0.1
{'Upgraded from the Air and I am pleased with the decision. Feels solid and is faster'},The person likes to work on some projects with this laptop,1,0.97
"{'Great little machine.  A little heavier than the air, but worth it considering the screen and speaker upgrades.  8 GB of RAM is a little low for the cost, but with the M3, it""s a fine machine for more users.'}",The person likes to work on some projects with this laptop,1,0.96
{'We love the computer!  The service was great when we bought it!'},The person likes the sound quality of this laptop,1,0.78
"{'this device is great for HDR movies and fun for everything else. if you watch HDR movies this laptop maps for itself very quickly. I use this laptop to remote play on my ps5 and it""s great at that too. if your thinking I want a Mac air but with a great screen this is the choice. I get 8-10 hours of YouTube/pandora/web browsing. the base model with 8 gigs of ram works for me but if your a power user you may need 16gigs. I use a 87 watt charger and charging the laptop is I""m guessing close to two hours. if you can afford this and watch HDR movies this laptop is for you. I basically use this laptop as I would a iPad.'}",The Person likes that she can work on some projects with this laptop.,1,1.0
{'Great laptop .. my son loves it and was so happy he got the pro!'},The person likes that he/she can work on some projects with this laptop,1,0.84
{'Excellent salesman! Helped me find the pc for my needs!'},The customer likes to use the Microsoft Surface Pro 7 for video editing and work,1,0.76
